"log_date"	"app_name"	"user_id"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"
"2013-10-31"	"game-01"	840230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	26941	0	0	0	0	0	3
"2013-10-31"	"game-01"	880762	0	0	0	0	3	1	0	0	57	100	24	2	3	4	4	10	5	3	0	1	0	0	1	0	0.71429	0.78947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.8	24	24	22050	8660	9	3	0	0	0	88
"2013-10-31"	"game-01"	294816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4867	16084	0	0	0	0	0	51
"2013-10-31"	"game-01"	424001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	24750	0	0	0	0	0	68
"2013-10-31"	"game-01"	101305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2117	19890	0	0	0	0	0	7
"2013-10-31"	"game-01"	936249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1270	21795	0	0	0	0	0	2
"2013-10-31"	"game-01"	683312	0	0	0	0	0	0	0	0	5	10	0	0	4	1	1	2	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.7	29	29	1292	21716	1	0	0	0	0	65
"2013-10-31"	"game-01"	626081	0	0	0	0	7	1	50	8.33	151	216	6	1	5	5	7	16	6	0	0	0	0	0	0	0	0.93548	0.94702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0.86574	6	7	59397	3821	18	3	6	0	0	26
"2013-10-31"	"game-01"	47320	0	1	0	1	1	0	27	13.5	20	48	12	2	2	3	3	3	3	1	0	0	0	0	0	0	0.8	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.8125	12	12	2160	19798	4	1	2	0	0	32
"2013-10-31"	"game-01"	404217	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2139	19847	0	0	0	0	0	28
"2013-10-31"	"game-01"	796321	0	0	0	0	1	0	0	0	30	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0.83333	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3097	18195	3	0	0	0	0	3
"2013-10-31"	"game-01"	425271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1022	22514	0	0	0	0	0	10
"2013-10-31"	"game-01"	68088	0	1	0	0	1	1	100	33.33	10	0	0	0	9	1	1	0	0	0	0	1	0	0	0	0.33333	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1734	20697	1	0	3	0	0	58
"2013-10-31"	"game-01"	789954	0	1	0	0	3	0	0	0	17	28	0	0	0	1	2	7	2	0	0	1	0	0	0	0	0	0.52941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.71429	2	2	7853	13875	3	2	0	0	0	14
"2013-10-31"	"game-01"	395104	0	0	0	0	0	1	0	0	20	30	0	0	0	2	3	3	3	0	0	0	0	0	0	0	0.66667	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.9	18	19	1159	22118	4	1	0	0	0	3
"2013-10-31"	"game-01"	595223	0	0	0	0	5	1	0	0	95	155	8	2	19	5	5	4	3	5	0	0	0	0	1	0	0.33333	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0.97419	11	16	11447	12037	12	2	0	0	0	7
"2013-10-31"	"game-01"	922704	0	0	0	0	7	0	0	0	170	80	0	0	1	4	5	17	5	7	0	0	0	0	0	0	0.88235	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0.9375	27	27	64027	3516	17	0	0	0	0	78
"2013-10-31"	"game-01"	140140	0	0	0	0	2	1	160	53.33	39	48	0	0	5	5	5	5	5	2	0	2	0	0	0	0.66667	0.8	0.92308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.75	17	18	6309	14896	6	0	3	0	0	35
"2013-10-31"	"game-01"	164184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	26822	0	0	0	0	0	2
"2013-10-31"	"game-01"	236290	0	0	0	0	7	0	0	0	145	80	0	0	2	3	3	21	3	6	0	0	0	0	0	0	0.93939	0.95172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0.8125	38	38	95715	1834	16	5	0	0	0	281
"2013-10-31"	"game-01"	748707	0	1	0	0	1	0	0	0	37	0	0	0	3	2	2	0	0	1	0	0	0	0	0	0	0.875	0.94595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1534	21128	4	1	0	0	0	21
"2013-10-31"	"game-01"	615295	0	0	0	0	4	0	0	0	124	130	12	5	11	9	9	13	5	4	0	0	0	0	0	0	0.80392	0.85484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0.92308	12	12	20007	9163	16	3	0	0	0	59
"2013-10-31"	"game-01"	149040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7672	13981	0	0	0	0	0	25
"2013-10-31"	"game-01"	715583	0	0	0	0	5	0	0	0	155	100	17	3	18	5	6	16	3	5	0	0	0	0	0	0	0.94595	0.94194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.92	17	17	72489	2942	17	5	0	0	0	126
"2013-10-31"	"game-01"	267522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1836	20441	0	0	0	0	0	16
"2013-10-31"	"game-01"	501941	0	2	0	0	7	1	0	0	64	60	0	0	5	3	3	10	4	7	0	1	0	0	1	0	1	0.92188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.86667	26	26	22097	8645	10	3	0	2	0.88571	67
"2013-10-31"	"game-01"	37505	0	2	0	0	2	0	0	0	32	24	29	1	2	4	4	5	3	1	0	0	0	0	0	0	1	0.90625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.91667	29	29	2876	18558	4	0	0	0	0	22
"2013-10-31"	"game-01"	948070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	22989	0	0	0	0	0	2
"2013-10-31"	"game-01"	897233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15409	10549	0	0	0	0	0	110
"2013-10-31"	"game-01"	2128	0	0	0	0	8	0	0	0	290	180	22	6	42	8	10	29	6	8	0	0	0	0	0	0	0.90323	0.91724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0.91111	22	22	115911	1207	29	0	0	0	0	263
"2013-10-31"	"game-01"	396781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	25403	0	0	0	0	0	9
"2013-10-31"	"game-01"	755054	0	0	0	0	0	0	0	0	10	12	0	0	5	1	1	1	1	0	0	0	0	0	0	0	0.8	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	6	6	612	24143	2	0	0	0	0	5
"2013-10-31"	"game-01"	788507	0	0	0	0	0	0	0	0	30	18	0	0	4	1	1	2	1	0	0	0	0	0	0	0	0.72727	0.83333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.72222	6	12	656	23960	3	0	0	0	0	7
"2013-10-31"	"game-01"	705291	0	0	0	0	0	0	0	0	30	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32738	6796	3	0	0	0	0	154
"2013-10-31"	"game-01"	230426	0	1	0	0	1	0	0	0	74	150	13	3	5	1	2	2	3	1	0	1	0	0	0	0	0.95455	0.87838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.82	12	13	6363	14861	8	2	0	0	0	82
"2013-10-31"	"game-01"	958925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1484	21247	0	0	0	0	0	17
"2013-10-31"	"game-01"	345649	0	1	0	0	2	0	16	16	46	70	13	3	13	5	5	12	3	1	0	0	0	0	1	0	0.66667	0.93478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.8	13	13	23929	8301	6	1	1	0	0	83
"2013-10-31"	"game-01"	873326	0	0	0	0	2	1	32	10.67	120	184	14	5	7	3	5	19	6	2	0	1	0	0	1	0	1	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0.84239	13	14	50629	4559	12	0	3	0	0	35
"2013-10-31"	"game-01"	367297	0	0	0	0	0	0	0	0	15	32	0	0	0	1	1	5	1	0	0	0	0	0	0	0	0.75	0.73333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	14	14	4556	16391	3	3	0	1	0.77778	12
"2013-10-31"	"game-01"	999696	0	0	0	0	0	0	0	0	10	24	0	0	3	1	1	5	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.875	13	13	6011	15115	2	2	0	0	0	32
"2013-10-31"	"game-01"	283664	0	0	0	0	5	0	50	16.67	237	130	15	5	5	5	8	29	8	5	0	0	0	0	0	0	0.87805	0.83122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0.84615	15	15	92024	1994	27	11	3	0	0	214
"2013-10-31"	"game-01"	360465	0	0	0	0	0	0	0	0	30	10	0	0	5	0	1	14	1	0	0	0	0	0	0	0	0.75	0.73333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	24	24	41511	5583	3	0	0	0	0	111
"2013-10-31"	"game-01"	282265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4896	16049	0	0	0	0	0	29
"2013-10-31"	"game-01"	21929	0	0	0	0	2	0	0	0	84	20	0	0	11	3	4	4	1	2	0	0	0	0	0	0	0.70588	0.7619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.9	13	13	6907	14490	9	0	0	0	0	150
"2013-10-31"	"game-01"	195413	0	1	0	0	9	0	0	0	155	130	15	1	37	5	5	13	3	7	0	0	0	0	0	0	0.90909	0.86452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0.9	15	15	34651	6491	17	0	0	0	0	139
"2013-10-31"	"game-01"	256822	0	0	0	0	2	0	0	0	30	30	0	0	3	1	1	4	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.9	9	9	6804	14558	3	0	0	0	0	9
"2013-10-31"	"game-01"	348479	0	0	0	0	4	0	143	47.67	121	150	40	3	10	6	8	23	5	4	0	1	0	0	0	0.33333	0.94286	0.93388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.81333	39	40	100726	1641	13	3	3	1	0.95	98
"2013-10-31"	"game-01"	250249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1824	20476	0	0	0	0	0	34
"2013-10-31"	"game-01"	842583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4431	16515	0	0	0	0	0	51
"2013-10-31"	"game-01"	845160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	25869	0	0	0	0	0	51
"2013-10-31"	"game-01"	591896	0	1	0	0	0	0	0	0	25	14	0	0	2	2	2	1	1	0	0	1	0	0	0	0	0.88889	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	7	7	2019	20060	3	0	0	0	0	19
"2013-10-31"	"game-01"	61963	0	0	0	0	3	3	85	6.07	92	152	0	0	11	2	2	16	2	3	0	0	0	0	3	0	0.92308	0.91304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0.86842	18	18	56374	4063	11	6	14	2	0.84615	37
"2013-10-31"	"game-01"	394321	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20992	8908	0	0	0	0	0	45
"2013-10-31"	"game-01"	592186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	24117	0	0	0	0	0	64
"2013-10-31"	"game-01"	655373	0	2	0	2	3	0	0	0	81	120	0	0	16	3	4	8	3	3	0	0	0	0	0	0	0.86667	0.88889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.84167	22	22	16419	10240	12	3	0	0	0	131
"2013-10-31"	"game-01"	830485	0	0	0	0	3	0	0	0	53	50	0	0	4	2	2	10	1	5	0	0	0	0	0	0	0.9	0.88679	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	5	0.96	21	21	48010	4793	9	5	0	0	0	52
"2013-10-31"	"game-01"	867371	0	0	0	0	7	0	0	0	74	40	22	1	39	2	4	14	2	1	0	0	0	0	0	0	0.88235	0.94595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.825	22	22	63090	3570	8	1	0	0	0	110
"2013-10-31"	"game-01"	404595	0	0	0	0	1	0	12	12	49	95	0	0	6	2	2	8	3	1	0	0	0	0	0	0	1	0.97959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.87368	15	16	13639	11161	7	0	1	1	1	24
"2013-10-31"	"game-01"	731678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1879	20347	0	0	0	0	0	21
"2013-10-31"	"game-01"	558238	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.75	28	28	8088	13728	0	0	0	0	0	37
"2013-10-31"	"game-01"	724003	0	0	0	0	0	0	0	0	10	40	21	1	0	0	1	11	1	0	0	0	0	0	0	0	1	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.775	21	21	31796	6948	1	0	0	0	0	30
"2013-10-31"	"game-01"	234564	0	0	0	0	11	0	0	0	242	80	19	1	25	7	8	26	4	8	0	0	0	0	0	0	0.87234	0.88843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0.7375	3	19	112171	1301	26	4	0	0	0	158
"2013-10-31"	"game-01"	836566	0	0	0	0	0	0	0	0	21	56	0	0	0	0	1	15	2	0	0	0	0	0	0	0	1	0.95238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.875	19	19	41440	5595	3	3	0	0	0	32
"2013-10-31"	"game-01"	382431	0	0	0	0	1	0	0	0	30	20	0	0	3	3	3	2	2	1	0	1	0	0	0	0	0.83333	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.85	32	32	1557	21082	4	0	0	0	0	96
"2013-10-31"	"game-01"	585204	0	2	0	0	3	1	56	18.67	61	36	0	0	6	7	7	4	4	2	0	1	0	0	0	0	1	0.95082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.86111	1	7	9499	12954	8	1	3	0	0	7
"2013-10-31"	"game-01"	841434	0	0	0	0	8	1	44	22	288	200	0	0	2	7	9	29	9	9	0	1	0	0	0	0.5	0.96923	0.91667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0.875	35	35	166473	453	33	14	2	0	0	216
"2013-10-31"	"game-01"	766267	0	1	0	0	2	0	0	0	48	120	0	0	0	1	2	10	3	2	0	1	0	0	0	0	0.71429	0.85417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.84167	36	36	21725	8724	8	4	0	0	0	98
"2013-10-31"	"game-01"	745866	0	0	0	0	3	2	141	3.62	138	270	0	0	0	1	4	16	5	3	0	0	0	0	2	0	0.82927	0.81884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0.90741	17	18	64891	3463	15	4	39	0	0	63
"2013-10-31"	"game-01"	930157	0	1	0	0	8	0	0	0	130	50	34	1	5	3	3	12	2	8	0	0	0	0	0	0	0.90909	0.94615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.86	34	34	36169	6264	15	4	0	0	0	126
"2013-10-31"	"game-01"	525085	0	1	0	0	3	0	0	0	81	92	0	0	7	4	4	8	2	3	0	1	0	0	0	0	0.92308	0.92593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0.92391	9	10	28301	7520	9	0	0	1	1	22
"2013-10-31"	"game-01"	999416	0	0	0	0	0	1	0	0	5	15	0	0	1	1	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.86667	6	6	400	24976	1	0	0	0	0	2
"2013-10-31"	"game-01"	774208	0	0	0	0	3	0	0	0	74	16	24	1	10	4	4	9	2	3	0	0	0	0	0	0	1	0.89189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.75	24	24	13118	11349	9	2	0	0	0	33
"2013-10-31"	"game-01"	485714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1119	22233	0	0	0	0	0	2
"2013-10-31"	"game-01"	239620	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9986	12709	0	0	0	0	0	60
"2013-10-31"	"game-01"	771296	0	2	0	0	2	0	0	0	64	70	0	0	2	6	6	4	5	5	0	0	0	0	0	0	0.93548	0.89063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.85714	5	11	5479	15553	9	3	0	0	0	14
"2013-10-31"	"game-01"	384358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16881	10100	0	0	0	0	0	90
"2013-10-31"	"game-01"	178951	0	0	0	0	0	0	0	0	25	30	0	0	4	0	2	3	1	0	0	0	0	0	0	0	1	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.86667	1	5	3775	17210	3	1	0	1	0.875	8
"2013-10-31"	"game-01"	319104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1168	22089	0	0	0	0	0	28
"2013-10-31"	"game-01"	757792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	25148	0	0	0	0	0	9
"2013-10-31"	"game-01"	656721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1944	20210	0	0	0	0	0	11
"2013-10-31"	"game-01"	590908	0	0	0	0	3	0	0	0	35	0	0	0	6	4	4	0	0	3	0	0	0	0	0	0	1	0.85714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22817	8509	5	2	0	0	0	82
"2013-10-31"	"game-01"	326277	0	0	0	0	1	0	0	0	22	40	0	0	4	1	2	6	2	1	0	0	0	0	0	0	0.77778	0.81818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.925	11	11	14194	10945	4	3	0	1	0.95	50
"2013-10-31"	"game-01"	83740	0	0	0	0	1	0	0	0	0	10	0	0	3	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.8	24	24	32486	6842	0	0	0	0	0	152
"2013-10-31"	"game-01"	319631	0	0	0	0	3	0	0	0	96	180	0	0	0	2	4	14	4	1	0	0	0	0	1	0	1	0.94792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0.86667	21	22	30099	7202	12	3	0	1	1	137
"2013-10-31"	"game-01"	109130	0	0	0	0	7	0	0	0	230	120	0	0	8	4	4	21	4	6	0	0	0	0	0	0	0.85417	0.88696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.775	21	22	79058	2583	23	0	0	3	0.87719	297
"2013-10-31"	"game-01"	679563	0	0	0	0	0	0	65	4.64	10	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1213	21937	1	0	14	0	0	9
"2013-10-31"	"game-01"	461319	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	23403	0	0	0	0	0	8
"2013-10-31"	"game-01"	41980	0	0	0	0	3	0	0	0	12	49	5	1	5	1	2	8	2	0	0	1	0	0	0	0	1	0.66667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.83673	5	5	15767	10451	2	1	0	0	0	20
"2013-10-31"	"game-01"	649135	0	0	0	0	0	0	0	0	30	60	0	0	3	1	2	13	1	0	0	0	0	0	0	0	0.83333	0.93333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.9	33	33	31779	6949	3	0	0	0	0	51
"2013-10-31"	"game-01"	822815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628	24082	0	0	0	0	0	38
"2013-10-31"	"game-01"	969059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2102	19915	0	0	0	0	0	68
"2013-10-31"	"game-01"	354930	0	1	0	0	0	0	0	0	19	7	0	0	6	2	2	2	1	0	0	0	0	0	0	0	1	0.89474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	13	13	2156	19804	3	0	0	0	0	14
"2013-10-31"	"game-01"	41092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2887	18540	0	0	0	0	0	9
"2013-10-31"	"game-01"	945844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	25601	0	0	0	0	0	2
"2013-10-31"	"game-01"	990924	0	0	0	0	3	0	0	0	60	24	0	0	11	3	4	5	1	0	0	0	0	0	0	0	0.75	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.75	6	6	21210	8861	7	2	0	0	0	7
"2013-10-31"	"game-01"	83989	0	0	0	0	5	0	26	6.5	177	100	0	0	8	7	8	8	3	8	0	1	0	0	0	0	0.81081	0.84746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.61	5	6	19512	9296	20	1	4	0	0	58
"2013-10-31"	"game-01"	386791	0	0	0	0	1	0	0	0	25	30	36	1	10	2	2	11	1	0	0	0	0	0	0	0	1	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.83333	36	36	29279	7358	3	1	0	0	0	88
"2013-10-31"	"game-01"	888709	0	2	0	2	2	0	10	10	57	18	0	0	6	5	5	3	3	2	0	0	0	0	0	0	1	0.98246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.61111	7	7	2933	18460	7	0	1	1	0.85714	4
"2013-10-31"	"game-01"	64935	0	0	0	0	4	0	0	0	70	50	22	2	10	3	3	15	3	4	0	0	0	0	0	0	0.8125	0.82857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.76	22	22	63597	3543	9	5	0	0	0	72
"2013-10-31"	"game-01"	945178	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4672	16278	0	0	0	0	0	54
"2013-10-31"	"game-01"	745114	0	0	0	0	1	0	0	0	80	140	0	0	9	2	4	8	3	1	0	0	0	0	0	0	1	0.8375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0.85714	26	26	34826	6464	11	3	0	1	1	177
"2013-10-31"	"game-01"	932292	0	0	0	0	2	0	53	13.25	137	150	0	0	14	3	4	14	3	2	0	0	0	0	0	0	0.96	0.94891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0.84667	34	34	33664	6643	14	1	4	0	0	232
"2013-10-31"	"game-01"	915480	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1752	20654	0	0	0	0	0	42
